organizations,course_title
['IBM'],Cybersecurity Architecture
['Amazon Web Services'],Introduction to AWS Cloud Careers
['Meta'],WhatsApp Business Platform for Developers
['Whizlabs'],Exam Prep AZ-500:Microsoft Azure Security Engineer Associate Specialization
['Technion - Israel Institute of Technology'],"Nanotechnology and Nanosensors, Part 2"
"['University of Maryland, College Park']",A Strategic Approach to Cybersecurity
['Columbia University'],"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)"
['IBM '],IBM Data Privacy for Information Architecture
['Juniper Networks'],Juniper Networks Junos Platform Automation and DevOps Specialization
['University of Leeds'],Working with Version Control
['IBM '],Application Modernization for Enterprise Systems
['Columbia University'],"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)"
['Association of International Certified Professional Accountants'],Making the Case for Robotic Process Automation
['LearnQuest'],Getting Started with Azure
['Johns Hopkins University'],Computing for Cancer Informatics
['Google Cloud'],Google Docs
['Meta'],Database Clients
['Whizlabs'],Manage Identities and Governance in Azure
['Amazon Web Services'],Capstone: Following the AWS Well Architected Framework
"['University of California, Santa Cruz']",Children Acquiring Literacy Naturally
['Infosec'],NIST CSF
['IBM'],Microsoft Windows Settings and Navigation for Beginners
['Google Cloud'],Managed Service for Microsoft Active Directory
['IBM '],Private Cloud Management on IBM Power Systems
['University System of Georgia'],Managing Cybersecurity Incidents and Disasters
['Coursera Project Network'],Packet Sniffing with Wireshark: Create Your First Filters
['Microsoft'],Microsoft Azure Cosmos DB
['Google Cloud'],Creating a Streaming Data Pipeline With Apache Kafka
['Amazon Web Services'],Skills for Working as an AWS Cloud Consultant
['Coursera Project Network'],Getting started with Microsoft Excel
"['University of London', 'Royal Holloway, University of London']",Introduction to Computer Security
['University of Colorado System'],Linux Server Management and Security
['Amazon Web Services'],AWS Services Overview for IT Professionals
['Johns Hopkins University'],Developing Data Products
['University of Minnesota'],Medical Technology and Evaluation
['Codio'],Mastering Ansible Automation
['University of Colorado System'],Windows Server Management and Security
['EDUCBA'],SIEM Splunk Hands-On Guide Specialization
['Google Cloud'],"Google Apps Script: Access Google Sheets, Maps & Gmail in 4 Lines of Code"
['Whizlabs'],AWS DynamoDB Fundamentals
['Coursera Project Network'],Marketing with Zapier & ChatGPT: Automated Content Calendars
['Google Cloud'],Networking 101
['Google Cloud'],Teaching with Google Classroom
['Google Cloud'],Ingesting FHIR Data with the Healthcare API
['HPE Aruba Networking'],Cloud-Based Network Design & Management Techniques
['Coursera Project Network'],Use the Apache Spark Structured Streaming API with MongoDB
['Coursera Project Network'],Azure Devops: Introduction to CI/CD with Visual Studio
['Google Cloud'],It Speaks! Create Synthetic Speech Using Text-to-Speech
['Google Cloud'],How to Build a BI Dashboard Using Google Data Studio and BigQuery
['Coursera Project Network'],Configure VLANs on Cisco Switches
['Coursera Project Network'],Data Cleaning in SQL: Prepare Data for Analysis
['Coursera Project Network'],Deploy Machine Learning Model into AWS Cloud Servers
['LearnQuest'],Linux Cloud and DevOps
['Google Cloud'],Implementing an AI Chatbot with Dialogflow ES
['INSEAD'],Web3 and Blockchain Transformations in Global Supply Chains
['Google'],Betriebssysteme und Sie: Power User werden
['Coursera Project Network'],Linux: Introduction to Shell Scripting for DevOps
['NVIDIA'],The Fundamentals of RDMA Programming
['Oracle'],Oracle Autonomous Database Administration
['Edureka'],Introduction to Amazon Elastic Container Service
['Microsoft'],Introduction to virtual networks in Microsoft Azure
['Infosec'],Establishing Command-and-Control and Finding Credentials
['EIT Digital '],Embedded Hardware and Operating Systems
['Google Cloud'],Virtual Agent Development in Dialogflow CX for Citizen Devs
['Meta'],Database Engineer Capstone
"['Akamai Technologies, Inc.']",Python Scripting Fundamentals
['Google Cloud'],Google Chat
['Infosec'],NIST 800-171
['Infosec'],NIST DoD RMF
['Codio'],Intro to Operating Systems 3: Concurrency
['Google Cloud'],Google Cloud Storage and Containers for AWS Professionals
['Codio'],Bash Scripting and System Configuration
['Google Cloud'],Building No-Code Apps with AppSheet: Implementation
['Coursera Project Network'],Kubernetes: Create Multi-App Cluster with Ingress & Logging
['Coursera Project Network'],Create Your First NoSQL Database with MongoDB and Compass
['Coursera Project Network'],Design and Simulate Smart Home Networks in Packet Tracer
['Coursera Project Network'],AWS S3 Basics
['Coursera Project Network'],Simple Retrieval Queries in MySQL Workbench
['Coursera Project Network'],Monitoring & Telemetry for Production Systems
['Google Cloud'],Reinforcement Learning: Qwik Start
['Google Cloud'],Google Sheets: Getting Started
['Coursera Project Network'],Terraform Basics: Automate Provisioning of AWS EC2 Instances
['Google Cloud'],Chronicle SIEM: Introduction & Single Event Rules
['Coursera Project Network'],Security with AWS: Identity and Access Management (IAM)
['Coursera Project Network'],Ansible for DevOps: Write your first Playbook
['Microsoft'],Modern Data Warehouse Analytics in Microsoft Azure
['Whizlabs'],Virtual Networks in Azure
['Coursera Project Network'],Python Scripting for DevOps
['Coursera Project Network'],Deploy a Website Container Image in AWS ECS and AWS Fargate
['Coursera Project Network'],Deploy a Wordpress Website in AWS EC2
['Meta'],Capstone (React App)
['University of Colorado System'],Detecting and Mitigating Cyber Threats and Attacks
['University of Colorado System'],Proactive Computer Security
['Microsoft'],Identity Protection and Governance
['Microsoft'],Implement Platform Protection
['Google Cloud'],Security Best Practices in Google Cloud
['Microsoft'],Manage Security Operations
['Macquarie University'],Judgmental Business Forecasting in Excel
['Juniper Networks'],Getting Started with Junos Operating System
['Google Cloud'],Building No-Code Apps with AppSheet: Automation
['Splunk Inc.'],Splunk Search Expert 102
['Politecnico di Milano'],Machine Learning: an overview
['EDUCBA'],Introduction to SIEM (Splunk)
['Codio'],Container Creation and Orchestration Basics
['University of Minnesota'],Cloud Data Security
['Google Cloud'],Virtual Agent Development in Dialogflow CX for Software Devs
['University of Colorado Boulder'],"Computing, Ethics, and Society Specialization"
['LearnQuest'],Oracle SQL Practice Course
['University of Minnesota'],Cloud Application Security
['Google Cloud'],Applying Machine Learning to your Data with Google Cloud
['Codio'],Intro to Operating Systems 4: Persistence
['Palo Alto Networks'],Palo Alto Networks Cloud Security Fundamentals
['Infosec'],Defensive Python
['Whizlabs'],Azure: Identity and Access Management
['Google Cloud'],Hands-On Labs in Google Cloud for Networking Engineers
['University of Michigan'],Information Extraction from Free Text Data in Health
['Georgia Institute of Technology'],Cloud Systems Software
['University of Western Australia'],"Assessment, Interviewing and Onboarding"
['Codio'],Data Security for Web Developers
['Codio'],Connecting to Devices and Networks
['University of Colorado System'],Cyber Threats and Attack Vectors
['University of Colorado System'],Classical Cryptosystems and Core Concepts
['Infosec'],Fundamental Privacy Acts and Laws
['Google'],Seluk Beluk Jaringan Komputer
['Coursera Project Network'],Automize Monthly Report Creation with Power Automate
['Google Cloud'],Flutter Web and Firebase Authentication
['Duke University'],"Cloud Virtualization, Containers and APIs"
['Coursera Project Network'],Deploy a Web Application in AWS Elastic Kubernetes Service
['Coursera Project Network'],Containerised app development with Azure Kubernetes Service
['Google Cloud'],Introduction to Cloud Dataproc: Hadoop and Spark on Google Cloud
['Google Cloud'],Getting Started with Cloud Shell and gcloud
['Coursera Project Network'],Configure and Test Basic Network Connectivity
['Coursera Project Network'],Automize Business Communication using Power Automate
['Coursera Project Network'],Working with Subqueries in SQL
['Coursera Project Network'],Data Forwarding Across Computer Networks
['Coursera Project Network'],Sort and Filter Data in SQL using MySQL Workbench
['Google Cloud'],Terraform Fundamentals
['Coursera Project Network'],Create IT Diagrams with Lucidchart
['Coursera Project Network'],App Development with Power Apps: Create Custom Components
['Coursera Project Network'],Linux: Processes & System Resource Management for DevOps
['Coursera Project Network'],Deploy a complete Wordpress Website in Microsoft Azure Cloud
['Coursera Project Network'],Practical Vim Editor Commands On Linux
['Coursera Project Network'],Ansible Basics & Installing WordPress on LAMP with Playbooks
['Google Cloud'],Use Google Forms with Google Sheets
['Google Cloud'],Getting Started with Neo4J Enterprise on Google Cloud
['Microsoft'],Develop Clustering Models with Azure ML Designer
['Google Cloud'],Create and Deploy an ERC-20 Token on Polygon
['Coursera Project Network'],AWS: Publish a NodeJS Website from Scratch
['Google Cloud'],Using Ruby on Rails with Cloud SQL for PostgreSQL on Cloud Run
['Coursera Project Network'],Build a Bot in Python for Basic File and Interface Chores
['Google Cloud'],Ingesting DICOM Data with the Healthcare API
['Google Cloud'],Dataflow: Qwik Start - Python
['Google Cloud'],Ingesting HL7v2 Data with the Healthcare API
['Google Cloud'],Chronicle SIEM: Outcomes & Functions
['Google Cloud'],Getting started with Webpack
['Google Cloud'],Google Workspace for Education: Getting Started
['Google Cloud'],Managing Threat Intelligence with Cortex XSOAR
['Google Cloud'],VPC Flow Logs - Analyzing Network Traffic
['Google Cloud'],Getting Started with Liquid to Customize the Looker User Experience
['Coursera Project Network'],LucidChart avec technologie de l'information
['Whizlabs'],AWS: Monitoring and Logging
['Coursera Project Network'],Write basic ansible playbooks
['Coursera Project Network'],How to Secure your Network Device using Cisco Packet Tracer
['Coursera Project Network'],Jenkins Pipeline: Declarative and IaC approaches for DevOps
['Palo Alto Networks'],Palo Alto Networks Network Security Fundamentals
['Coursera Project Network'],Clean Data in SQL using MySQL Workbench
['IBM'],Data Warehousing Capstone Project
['Cisco Learning and Certifications'],Threat Investigation
['Cisco Learning and Certifications'],Threat Response
['Google Cloud'],Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service
['Google Cloud'],Migrating On-premises MySQL Using a Continuous Database Migration Service Job
['Google Cloud'],Enterprise Database Migration
['Google Cloud'],Migrate to Cloud SQL for PostgreSQL using Database Migration Service
['Google Cloud'],Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL
['Google Cloud'],Securing a Cloud SQL for PostgreSQL Instance
['Google Cloud'],Deploy a Modern Web App connected to a Cloud Spanner Instance
"['Akamai Technologies, Inc.']",Introduction to Web Applications
['Tel Aviv University'],Understanding Plants - Part II: Fundamentals of Plant Biology
['Microsoft'],Secure Your Applications
['EDUCBA'],Splunk Administration and Advanced Topics
['Microsoft'],Capstone and Practice Exam (AZ-500)
['Microsoft'],Secure Your Data at Rest
['The Hong Kong University of Science and Technology'],Understanding Modern Physics III: Simplicity and Complexity
['Amazon Web Services'],Hands-on with AWS: Software Development Practices
['Columbia University'],"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)"
['Google'],Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya
['Google'],Keamanan IT: Pertahanan terhadap Kejahatan Digital
['Google'],Administrasi Sistem dan Layanan Infrastruktur TI
"['University of California, Irvine']",Business Intelligence and Visual Analytics
['Microsoft'],Build a computer vision app with Azure Cognitive Services
['Coursera Project Network'],Database Operations in MariaDB Using Python From Infosys
['Coursera Project Network'],Static Routing Configuration Using Packet Tracer
['Coursera Project Network'],Azure: create a REST API using NodeJS Serverless Functions
['University of Colorado System'],Enterprise System Management and Security
['Infosec'],OWASP Top 10 - Welcome and Risks 1-5
['Codio'],Introduction to Terraform
['University of Colorado Boulder'],"Computing, Ethics, and Society Foundations"
['Coursera Project Network'],Introduction to Docker: Build Your Own Portfolio Site
['Coursera Project Network'],Complex Retrieval Queries in MySQL Workbench
['Coursera Project Network'],Containerization Using Docker
['Coursera Project Network'],AWS Cloudfront: Serve content from multiple S3 buckets
['Infosec'],"Laravel: Configure, Validate, Authenticate and Authorize"
['Splunk Inc.'],Splunk Search Expert 103
['Automation Anywhere'],Getting Started with Automation 360
['Coursera Project Network'],Getting Started with Ubuntu Linux
['Coursera Project Network'],Advanced Commands in Linux
['Coursera Project Network'],Build a Small Simulated Network With Cisco Packet Tracker
['University of Colorado System'],"Planning, Auditing and Maintaining Enterprise Systems"
['Coursera Project Network'],Data Encryption using AWS KMS From UST
"['University of California, Irvine']",Personnel & Third-Party Security
['Coursera Project Network'],Build a Business Architecture using AWS Organization
['Coursera Project Network'],Use Bash Scripting on Linux to Execute Common commands
['Codio'],Software Security for Web Applications
['Fractal Analytics'],Introduction to Vertex AI
['Cisco Learning and Certifications'],Introducing Model-Driven Programmability
['Infosec'],Introduction to C++
['Google Cloud'],Material Components for Flutter Basics
['University of Minnesota'],Cloud Top Ten Risks
['Korea Advanced Institute of Science and Technology(KAIST)'],Electrodynamics: Electric and Magnetic Fields
['Korea Advanced Institute of Science and Technology(KAIST)'],Electrodynamics: Analysis of Electric Fields
['Lund University'],Introduction to Particle Accelerators (NPAP MOOC)
['Coursera Project Network'],AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application
['Google Cloud'],Analyzing and Visualizing Data the Google Way
['Coursera Project Network'],Access an EC2 instance shell from the AWS console
['Check Point Software Technologies Ltd.'],Check Point Jump Start: Cloud Security
['LearnQuest'],Fundamentals of Cloud Computing
['Coursera Project Network'],Kubernetes in AWS: Create Cluster in EKS in your own VPC
['Google Cloud'],Hands-On Labs in Google Cloud for Security Engineers
['Coursera Project Network'],Convert Word to PDF with SharePoint & Power Automate
['Whizlabs'],Deploying Microservices to Kubernetes using Azure DevOps
['University of Colorado System'],Clinical Natural Language Processing
['HPE Aruba Networking'],Aruba Network Security Basics
['LearnQuest'],Fundamentals of Big Data
['Google Cloud'],Get Started with Generative AI Studio
['The Hong Kong University of Science and Technology'],"Understanding China, 1700-2000: A Data Analytic Approach, Part 1"
['HPE Aruba Networking'],Aruba Mobility Basics
['EDUCBA'],Foundation to Multi-Cloud
['Juniper Networks'],Introduction to OpenStack and Kubernetes Orchestrators
['Google Cloud'],Dart Functions Framework
['Google Cloud'],Developing Applications with Cloud Functions on Google Cloud
['LearnQuest'],Oracle SQL Exam Prep
['Juniper Networks'],Juniper Networks Security Concepts and Initial Configuration
['Northeastern University '],Navigating Healthcare Supply Chain Operations
['Google Cloud'],A Tour of Google Cloud Sustainability
['University of Leeds'],How to Get Into Cloud Computing
['University of Colorado System'],Predictive Modeling and Transforming Clinical Practice
['Google Cloud'],Learning TensorFlow: the Hello World of Machine Learning
['Whizlabs'],AWS: Networking
['University of Colorado System'],Identifying Patient Populations
['LearnQuest'],RESTful Web Services with JAX-RS
['Codio'],Cloud Computing Primer: Platform as a Service (PaaS)
['Coursera Project Network'],Introduction to Regular Expressions in SQL
['Edureka'],Build a Data Warehouse in AWS
['Intel'],Intel Telco Cloud Transformation
['Coursera Project Network'],Launch an auto-scaling AWS EC2 virtual machine
['Coursera Project Network'],AWS CodePipeline Beginner's Guide
['Coursera Project Network'],Create a Virtual Machine Using AWS EC2
['Google Cloud'],Developing Applications with Cloud Run on Google Cloud: Fundamentals
['Codio'],Cloud Computing Primer: Infrastructure as a Service (IaaS)
['Dell'],Setting Up Your Sale
['LearnQuest'],Data Processing with Azure
['Oracle'],Oracle Cloud Infrastructure Operations Professional
['Coursera Project Network'],Configure and Verify EIGRP
['Coursera Project Network'],Creating Azure Serverless Functions in a Real-World Scenario
['Google Cloud'],Cloud Composer: Qwik Start - Console
['Coursera Project Network'],Advanced SQL Retrieval Queries in SQLiteStudio
['Whizlabs'],AWS: Data Management and Backups
['Whizlabs'],Getting Started with Chef Cookbooks
['University of Minnesota'],Leadership in Interprofessional Informatics
['IBM '],Linux on LinuxONE
['Infosec'],JavaScript Security Part 2
['Google Cloud'],Looker Developer - Qwik Start
['EDUCBA'],Azure Networking Fundamentals
['Alibaba Cloud Academy'],Big Data Analytical Platform on Alibaba Cloud
['Coursera Project Network'],Working with MySQL DB instance using AWS RDS
['Coursera Project Network'],Configure Standard Access Lists on Cisco Routers
['Coursera Project Network'],Working with Azure Data Storage
['LearnQuest'],Foundations of Secure IoT Architecture
['Coursera Project Network'],CRUD Operations using MongoDB NoSQL
['Coursera Project Network'],AWS Elastic Beanstalk: Build & Deploy a Node.js RESTful API
['IBM '],Introducing z/OS UNIX System Services
['Google Cloud'],Data Catalog: Qwik Start
['Whizlabs'],Google Cloud DevOps Fundamentals
['Coursera Project Network'],Set up AWS Billing Alerts using AWS Budgets
['Google Cloud'],Google Drive: Getting Started
['Juniper Networks'],Juniper Networks Automation Using Ansible and the REST API
['Coursera Project Network'],Configure and Verify NAT on Cisco routers
['Google Cloud'],Set Up Network and HTTP Load Balancers
['Coursera Project Network'],Create IoT Solutions in Microsoft Azure
['LearnQuest'],The Cybersecurity Culture Blueprint: A Proactive Approach
['Coursera Project Network'],Analyzing Digital Transformation Canvas for Competitiveness
['Google Cloud'],Getting Started with Cloud Data Fusion
['Coursera Project Network'],Getting Started with IPv6
['Coursera Project Network'],Azure: deploy a Web Server using the Container Registry
['Google Cloud'],Visualizing Billing Data with Google Data Studio
['Google Cloud'],Google Cloud Speech API: Qwik Start
['Google Cloud'],AI Platform: Qwik Start
['Coursera Project Network'],Accessing your AWS EC2 servers
['Google Cloud'],Deploy and Monitor in Google Cloud for AWS Professionals
['Google Cloud'],Classify Images with TensorFlow Convolutional Neural Networks
['Coursera Project Network'],Create your first Amazon Aurora Database in AWS
['Coursera Project Network'],Setting up AWS Application Load Balancer
['LearnQuest'],LCFA Practice Course
['Google Cloud'],Introduction to Computer Vision with TensorFlow
['Google Cloud'],Google AppSheet: Getting Started
['Coursera Project Network'],Implement Real Time Analytics using Azure Stream Analytics
['Check Point Software Technologies Ltd.'],Check Point Jump Start: Quantum Management
['Google Cloud'],Shared Drives: Getting Started
['Edureka'],Data Wrangling with MongoDB
['Edureka'],Amazon Aurora: Best Practices
['Coursera Project Network'],Build Device Messaging and Communication in Azure IoT Hub
['Coursera Project Network'],Advanced Ansible for Devops: Create the MEAN Stack
['Google Cloud'],Distributed Image Processing in Cloud Dataproc
['Google Cloud'],Bigtable: Qwik Start - Command Line
['Google Cloud'],Set Up and Configure a Cloud Environment in Google Cloud - Azure: Challenge Lab
['Google Cloud'],Introduction to Migration Center Assessments
['Microsoft'],Build automated speech systems with Azure Cognitive Services
['Coursera Project Network'],Bases de Datos SQL en Azure
['Google Cloud'],Running a Node.js Container on Google Kubernetes Engine
['Google Cloud'],Form Parsing Using Document AI
['Google Cloud'],"Detect Labels, Faces, and Landmarks in Images with the Cloud Vision API"
['Google Cloud'],Validate Data in Google Sheets
['Check Point Software Technologies Ltd.'],Check Point Jump Start - CloudGuard Workload Protection
['Coursera Project Network'],Create a Database with LibreOffice Base
['University of Pennsylvania'],Introduction to Programming with Python and Java Specialization
['University of Illinois at Urbana-Champaign'],Digital Media and Marketing Principles
"['IBM', 'SkillUp EdTech']",IBM Business Intelligence (BI) Analyst Professional Certificate
['IBM'],"BI Foundations with SQL, ETL and Data Warehousing Specialization"
['Johns Hopkins University'],Business Analytics with Excel: Elementary to Advanced
['University of Pennsylvania'],Fundamentals of Quantitative Modeling
['Vanderbilt University'],Introduction to Programming with MATLAB
['IBM'],Deep Neural Networks with PyTorch
['Imperial College London'],Mathematics for Machine Learning: Multivariate Calculus
['Imperial College London'],Mathematics for Machine Learning: PCA
['University of Toronto'],Learn to Program: Crafting Quality Code
['The Hong Kong University of Science and Technology'],Vector Calculus for Engineers
['University of Michigan'],Introduction to Machine Learning in Sports Analytics
"['Akamai Technologies, Inc.']",Managing Relational Databases
['University of London'],Quantitative Foundations for International Business
['University of Pennsylvania'],Calculus: Single Variable Part 1 - Functions
['University of Pennsylvania'],Calculus: Single Variable Part 4 - Applications
['University of Colorado Boulder'],Expressway to Data Science: Essential Math Specialization
"['The State University of New York', 'University at Buffalo']",Digital Manufacturing & Design Technology  Specialization
['IBM'],Building Deep Learning Models with TensorFlow
['University of Colorado Boulder'],Algebra and Differential Calculus for Data Science
['University of North Texas'],Math Prep: College & Work Ready
['Wesleyan University'],Introduction to Complex Analysis
['University of Michigan'],Fitting Statistical Models to Data with Python
['University of California San Diego'],Genomic Data Science and Clustering (Bioinformatics V)
['Georgia Institute of Technology'],Games without Chance: Combinatorial Game Theory
['Johns Hopkins University'],Calculus through Data & Modeling: Applying Differentiation
['Coursera Project Network'],Introduction to Business Analysis Using Spreadsheets: Basics
['The University of Sydney'],Introduction to Calculus
['Johns Hopkins University'],Algebra: Elementary to Advanced Specialization
['Stanford University'],Introduction to Mathematical Thinking
['Duke University'],Data Science Math Skills
['The University of Sydney'],Introduction to Linear Algebra
['Johns Hopkins University'],Algebra: Elementary to Advanced - Equations & Inequalities
['Johns Hopkins University'],Precalculus through Data and Modelling Specialization
['Korea Advanced Institute of Science and Technology(KAIST)'],Introduction to Quantum Information
['Stanford University'],Introduction to Logic
['Johns Hopkins University'],Integral Calculus through Data and Modeling Specialization
['Johns Hopkins University'],Mathematical Biostatistics Boot Camp 1
['University of Colorado Boulder'],Essential Linear Algebra for Data Science
['Johns Hopkins University'],Precalculus: Relations and Functions
['Johns Hopkins University'],Algebra: Elementary to Advanced - Functions & Applications
['The Hong Kong University of Science and Technology'],Numerical Methods for Engineers
['Johns Hopkins University'],Algebra: Elementary to Advanced - Polynomials and Roots
['Coursera Project Network'],Game Theory with Python
['Coursera Project Network'],Play with Graphs using Wolfram Mathematica
['Johns Hopkins University'],Calculus through Data & Modeling: Precalculus Review
['Johns Hopkins University'],Calculus through Data & Modelling: Series and Integration
['Johns Hopkins University'],Calculus through Data & Modelling: Techniques of Integration
['Korea Advanced Institute of Science and Technology(KAIST)'],Differential Equations Part I Basic Theory
['The Hong Kong University of Science and Technology'],Mathematics for Engineers: The Capstone Course
['University of Pennsylvania'],Calculus: Single Variable Part 3 - Integration
['Duke University'],Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital
['University of Minnesota'],Matrix Methods
['University of Pennsylvania'],Calculus: Single Variable Part 2 - Differentiation
['Coursera Project Network'],Game-Theoretic Solution Concept with Spreadsheets
['Johns Hopkins University'],Calculus through Data & Modeling: Limits & Derivatives
['Korea Advanced Institute of Science and Technology(KAIST)'],Differential Equations Part II Series Solutions
['Google'],Play It Safe: Manage Security Risks
['SAP'],SAP Technology Consultant  Professional Certificate
['Meta'],Programming with JavaScript
['University of Toronto'],Learn to Program: The Fundamentals
['Duke University'],Introductory C Programming Specialization
['DeepLearning.AI'],Deploying Machine Learning Models in Production
['Duke University'],Python Programming Fundamentals
['University of California San Diego'],Introduction to Graph Theory
['ISAE-SUPAERO'],Flight mechanics - The basis
['University of London'],Fundamentals of International Business
['Coursera Project Network'],Build a Machine Learning Web App with Streamlit and Python
['University of Colorado Boulder'],Regression and Classification
['University of Illinois at Urbana-Champaign'],"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud"
['MongoDB Inc.'],MongoDB Aggregation Framework
['Princeton University'],Computer Science: Programming with a Purpose
['University of Washington'],Practical Predictive Analytics: Models and Methods
['Coursera Project Network'],TypeScript Operators
['Coursera Project Network'],Logistic Regression with Python and Numpy
['University of Michigan'],Generative AI Teach-Out
"['Stanford University', 'DeepLearning.AI']",Machine Learning Specialization
"['University of California, Davis']",Learn SQL Basics for Data Science Specialization
['Google'],Data Analysis with R Programming
['Hebrew University of Jerusalem'],Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)
['King Abdullah University of Science and Technology'],Fundamental Skills in Bioinformatics
['Columbia University'],Decision Making and Reinforcement Learning
['DeepLearning.AI'],AI For Medical Treatment
"['University of California, Davis']",JavaScript Basics
['Meta'],Programming Fundamentals in Kotlin
['University of Amsterdam'],Data Analytics for Lean Six Sigma
['University of Colorado System'],Applied Cryptography Specialization
['The University of Chicago'],Machine Learning: Concepts and Applications
['Johns Hopkins University'],Statistics for Genomic Data Science
['University of Colorado Boulder'],Engineering Genetic Circuits: Design
['University of Illinois at Urbana-Champaign'],Machine Learning for Accounting with Python
['Coursera Project Network'],Employee Attrition Prediction Using Machine Learning
['Coursera Project Network'],Diabetes Prediction With Pyspark MLLIB
['Coursera Project Network'],Logistic Regression 101: US Household Income Classification
['Alberta Machine Intelligence Institute'],Machine Learning Algorithms: Supervised Learning Tip to Tail
['Illinois Tech'],"Variable Selection, Model Validation, Nonlinear Regression"
['University of Colorado Boulder'],Modeling and Debugging Embedded Systems
['Databricks'],Bayesian Inference with MCMC
['Yale University'],Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator
['University of Pennsylvania'],Introduction to Python Programming
['L&T EduTech'],A Practitioner's Approach to Power Distribution & Automation Specialization
['Databricks'],Apache Spark (TM) SQL for Data Analysts
['University of Alberta'],Agile Planning for Software Products
['SAS'],SAS Statistical Business Analyst Professional Certificate
['Rice University'],Python Programming Essentials
['Stanford University'],"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them"
['Board Infinity '],Excel Essentials and Beyond
['University of Illinois at Urbana-Champaign'],Text Mining and Analytics
['Imperial College London'],Probabilistic Deep Learning with TensorFlow 2
['Databricks'],Data Science Fundamentals for Data Analysts
['New York Institute of Finance'],Key Success Factors in Supply Chain Finance
['Microsoft'],Connect Your Services with Microsoft Azure Service Bus
['The Hong Kong University of Science and Technology'],FinTech Foundations and Overview
['Coursera Project Network'],Machine Learning for Telecom Customers Churn Prediction
['Coursera Project Network'],Predict Ad Clicks Using Logistic Regression and XG-Boost
['University of Toronto'],Data Visualization for Genome Biology
['CertNexus'],Train Machine Learning Models
['Coursera Project Network'],Logistic Regression for Classification using Julia
['DeepLearning.AI'],Neural Networks and Deep Learning
['University of Toronto'],Introduction to Psychology
['University of Michigan'],Generative AI Essentials: Overview and Impact
['Rice University'],Fundamentals of Computing Specialization
"['Erasmus University Rotterdam', 'University of Leeds']",Digital Governance
['IBM'],Statistics for Data Science with Python
['University of Michigan'],Model Thinking
['University of Pennsylvania'],Philosophy of Science
"['University of California, Irvine']","Predictive Modeling, Model Fitting, and Regression Analysis"
['University of Colorado Boulder'],Stability and Capability in Quality Improvement
['University of Colorado Boulder'],Data Analysis with Python Project
['Coursera Project Network'],Audit System with Spring Boot AOP
"['DeepLearning.AI', 'Stanford University']",Advanced Learning Algorithms
['Georgia Institute of Technology'],Introduction to Electronics
['University of Illinois at Urbana-Champaign'],Value Chain Management Specialization
['Macquarie University'],Excel Skills for Business: Intermediate II
['Board Infinity '],Fundamentals of Java Programming
['University of Leeds'],An Introduction to Programming using Python
['University of Colorado Boulder'],Trees and Graphs: Basics
['University of Colorado Boulder'],Renewable Energy Futures
['University of Colorado Boulder'],Generalized Linear Models and Nonparametric Regression
['University of Colorado System'],Mathematical Foundations for Cryptography
['Coursera Project Network'],Titanic Survival Prediction Using Machine Learning
['University of Illinois at Urbana-Champaign'],VLSI CAD Part I: Logic
['IBM'],IBM Back-End Development Professional Certificate
['DeepLearning.AI'],Deep Learning Specialization
"['DeepLearning.AI', 'Stanford University']",Supervised Machine Learning: Regression and Classification
['Google'],"Foundations: Data, Data, Everywhere"
['Stanford University'],AI in Healthcare Specialization
['IBM'],IBM Applied DevOps Engineering Professional Certificate
['Google'],Ask Questions to Make Data-Driven Decisions
['Yale University'],Financial Markets
['Columbia University'],Construction Management Specialization
['Yale University'],Introduction to Psychology
['Google'],Project Planning: Putting It All Together
['University of Pennsylvania'],The Materiality of ESG Factors Specialization
['Stanford University'],Introduction to Statistics
['Rutgers the State University of New Jersey'],Supply Chain Management Specialization
['University of Pennsylvania'],Introduction to Programming with Python and Java Specialization
['University of Illinois at Urbana-Champaign'],Accelerated Computer Science Fundamentals Specialization
['Johns Hopkins University'],Genomic Data Science Specialization
"['DeepLearning.AI', 'Stanford University']","Unsupervised Learning, Recommenders, Reinforcement Learning"
['Stanford University'],Algorithms Specialization
['Imperial College London'],Mathematics for Machine Learning Specialization
['University of Alberta'],Software Product Management Specialization
['Meta'],Introduction to Social Media Marketing
['Google'],IT Security: Defense against the digital dark arts
"['University of California, Santa Cruz']",Coding for Everyone: C and C++ Specialization
['University System of Georgia'],Six Sigma Green Belt Specialization
['DeepLearning.AI'],Calculus for Machine Learning and Data Science
['University of Pennsylvania'],Omnichannel Retail Strategy Specialization
['SAS'],SAS Programmer Professional Certificate
"['University of California San Diego', 'Duke University']",Object Oriented Programming in Java Specialization
