course_title,domain,level,course_type,schedule,course_url,duration,rating
Market Research Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/market-research-market-research,2 months at 10 hours a week,4.5
"Information Systems Auditing, Controls and Assurance",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/information-systems-audit,Approx. 8 hours to complete,4.7
Introduction to Systems Engineering,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/systems-engineering,Approx. 22 hours to complete,4.7
Python Project for Data Engineering,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/python-project-for-data-engineering,9 hours (approximately),4.6
Python Programming Fundamentals,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/python-programming-fundamentals,Approx. 23 hours to complete,3.4
Introduction to Scripting in Python Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/introduction-scripting-in-python,1 months at 10 hours a week,4.7
Oracle SQL Databases Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/oracle-sql-databases,1 months at 10 hours a week,4.6
Object Oriented Java Programming: Data Structures and Beyond Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/java-object-oriented,4 months at 10 hours a week,4.7
Understanding Research Methods,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/research-methods,Approx. 5 hours to complete,4.6
Diversity and Inclusion in Education,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/diversity-and-inclusion-education,Approx. 17 hours to complete,4.8
Health Information Literacy for Data Analytics Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics,1 months at 10 hours a week,4.5
Developing APIs with Google Cloud's Apigee API Platform Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/apigee-api-gcp,1 months at 10 hours a week,4.7
Introduction to Web Development,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/web-development,Approx. 21 hours to complete,4.7
Spacecraft Dynamics and Control Specialization,DataScience,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/spacecraft-dynamics-control,3 months at 10 hours a week,4.8
Accounting Data Analytics Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/accounting-data-analytics,4 months at 10 hours a week,4.6
"Sleep: Neurobiology, Medicine, and Society",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/sleep,Approx. 21 hours to complete,4.8
SAS Advanced Programmer Professional Certificate,DataScience,Intermediate level,Professional Certificates,Flexible schedule,https://www.coursera.org/professional-certificates/sas-advanced-programmer,2 months at 10 hours a week,4.8
Gamification,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/gamification,Approx. 17 hours to complete,4.8
TensorFlow: Data and Deployment Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/tensorflow-data-and-deployment,1 months at 10 hours a week,4.7
Building Scalable Java Microservices with Spring Boot and Spring Cloud,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/google-cloud-java-spring,Approx. 12 hours to complete,4.3
Introduction to FPGA Design for Embedded Systems,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/intro-fpga-design-embedded-systems,18 hours (approximately),4.6
First Order Optical System Design,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/first-order-optical-system-design,21 hours (approximately),4.3
"Everyday Excel, Part 1",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/everyday-excel-part-1,23 hours (approximately),4.7
IBM Data Analyst Capstone Project,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/ibm-data-analyst-capstone-project,17 hours (approximately),4.6
Introduction to Environmental Law and Policy,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/environmental-law,Approx. 14 hours to complete,4.8
IBM AI Enterprise Workflow Specialization,DataScience,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/ibm-ai-workflow,2 months at 10 hours a week,4.4
Data Literacy: Exploring and Visualizing Data Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/sas-data-literacy,1 months at 10 hours a week,
Ordered Data Structures,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/cs-fundamentals-2,18 hours (approximately),4.8
Kotlin for Java Developers,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/kotlin-for-java-developers,Approx. 25 hours to complete,4.7
Using Databases with Python,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/python-databases,14 hours (approximately),4.8
Supervised Machine Learning: Regression,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/supervised-machine-learning-regression,20 hours (approximately),4.7
Schizophrenia,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/schizophrenia,Approx. 5 hours to complete,4.8
Communication Strategies for a Virtual Age,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/communication-strategies-virtual-age,Approx. 7 hours to complete,4.8
Weight Management: Beyond Balancing Calories,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/weight-management-beyond-balancing-calories,Approx. 17 hours to complete,4.7
Getting Started with SAS Programming,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/sas-programming-basics,24 hours (approximately),4.8
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/nand2tetris2,Approx. 89 hours to complete,4.9
Bugs 101: Insect-Human Interactions,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/bugs-101,Approx. 49 hours to complete,4.9
5G for Everyone,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/5g-training-qualcomm,Approx. 13 hours to complete,4.8
Real-World Engineering Management Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/real-world-engineering-management,1 months at 10 hours a week,4.8
Introduction to Chemistry:  Reactions and Ratios,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/intro-chemistry,Approx. 18 hours to complete,4.7
Introduction to Intellectual Property,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-intellectual-property,15 hours (approximately),4.8
Introduction to Business Analytics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-business-analytics,14 hours (approximately),4.7
Dairy Production and Management,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/dairy-production,Approx. 75 hours to complete,4.9
Legal Tech and the Digital Transformation of Law,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/legal-tech-digital-transformation-of-law,Approx. 14 hours to complete,4.5
"Programming Foundations with JavaScript, HTML and CSS",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/duke-programming-web,33 hours (approximately),4.6
Fundamentals of Visualization with Tableau,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/data-visualization-tableau,10 hours (approximately),4.5
Software Engineering Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/software-engineering,2 months at 10 hours a week,4.5
Storytelling and influencing: Communicate with impact,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/communicate-with-impact,18 hours (approximately),4.8
Introduction to Genomic Technologies,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/introduction-genomics,6 hours (approximately),4.6
Secure Software Design Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/secure-software-design,1 months at 10 hours a week,4.7
Cloud Computing Law Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/cloud-computing-law,1 months at 10 hours a week,4.9
Cybersecurity Foundations Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/cybersecurity-foundations,1 months at 10 hours a week,4.8
Data Structures,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/data-structures,24 hours (approximately),4.6
Introduction to AI and Machine Learning on Google Cloud,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud,Approx. 9 hours to complete,4.8
"Capstone: Retrieving, Processing, and Visualizing Data with Python",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/python-data-visualization,9 hours (approximately),4.7
Sample-based Learning Methods,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/sample-based-learning-methods,21 hours (approximately),4.8
Sustainability Analyst Fundamentals Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/sustainability-analyst,1 months at 10 hours a week,4.3
Image Processing for Engineering and Science Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/image-processing,1 months at 10 hours a week,4.8
Project Planning and Execution,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/project-planning-execution,26 hours (approximately),4.8
Spring Framework Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/spring-framework,1 months at 10 hours a week,3.9
"Custom Models, Layers, and Loss Functions with TensorFlow",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow,31 hours (approximately),4.9
"Programming Languages, Part A",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/programming-languages,Approx. 29 hours to complete,4.9
Fundamentals of Software Architecture for Big Data,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals,19 hours (approximately),3.3
How Things Work: An Introduction to Physics,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/how-things-work,Approx. 14 hours to complete,4.8
"Data Wrangling, Analysis and AB Testing with SQL",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/data-wrangling-analysis-abtesting,15 hours (approximately),3.3
Introduction to Computer Information Systems Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/introduction-computer-infosystems,1 months at 10 hours a week,4.4
Microsoft PL-300 Exam Preparation and Practice,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,36 hours (approximately),4.6
Advanced Computer Vision with TensorFlow,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/advanced-computer-vision-with-tensorflow,19 hours (approximately),4.8
Coding Interview Preparation,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/coding-interview-preparation,11 hours (approximately),4.7
"Python, Bash and SQL Essentials for Data Engineering Specialization",DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,4 months at 5 hours a week,4.5
Introduction to Self-Driving Cars,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/intro-self-driving-cars,35 hours (approximately),4.7
Problem Solving with Excel,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/excel-analysis,20 hours (approximately),4.7
Building AI Applications with Watson APIs,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/building-ai-applications,20 hours (approximately),4.3
Robotics: Aerial Robotics,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/robotics-flight,17 hours (approximately),4.5
MRI Fundamentals,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/mri-fundamentals,Approx. 8 hours to complete,4.5
Mathematics for Machine Learning: Multivariate Calculus,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/multivariate-calculus-machine-learning,17 hours (approximately),4.7
Embedded Software and Hardware Architecture,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/embedded-software-hardware,Approx. 4 hours to complete,4.5
FinTech: Finance Industry Transformation and Regulation Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/fintech,1 months at 10 hours a week,4.7
Discrete Optimization,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/discrete-optimization,Approx. 65 hours to complete,4.8
Global Energy and Climate Policy,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/globalenergyandclimatepolicy,Approx. 12 hours to complete,4.7
Introduction to Software Testing,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-software-testing,30 hours (approximately),4.4
"ETL and Data Pipelines with Shell, Airflow and Kafka",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka,16 hours (approximately),4.5
Health Informatics for Healthcare Professionals,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/health-informatics-for-healthcare-professionals,Approx. 13 hours to complete,
JavaScript for Beginners Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/javascript-beginner,2 months at 10 hours a week,4.7
Science of Diet and Exercise Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/nasm-science-of-diet-and-exercise,1 months at 10 hours a week,4.6
Bayesian Statistics: From Concept to Data Analysis,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/bayesian-statistics,11 hours (approximately),4.6
Unordered Data Structures,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/cs-fundamentals-3,20 hours (approximately),4.7
Anatomy: Musculoskeletal and Integumentary Systems,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/anatomy403-1x,25 hours (approximately),4.8
Building Deep Learning Models with TensorFlow,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/building-deep-learning-models-with-tensorflow,7 hours (approximately),4.4
Introduction to Thermodynamics: Transferring Energy from Here to There,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/thermodynamics-intro,Approx. 15 hours to complete,4.8
"Spark, Hadoop, and Snowflake for Data Engineering",DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/spark-hadoop-snowflake-data-engineering,29 hours (approximately),
Introduction to Structured Query Language (SQL),DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/intro-sql,15 hours (approximately),4.8
Introduction to Google Workspace Administration,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-google-workspace,4 hours (approximately),4.7
Application Development using Microservices and Serverless,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/applications-development-microservices-serverless-openshift,15 hours (approximately),4.6
Practical Time Series Analysis,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/practical-time-series-analysis,Approx. 25 hours to complete,4.6
AI and Climate Change,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/ai-and-climate-change,14 hours (approximately),4.8
Precalculus through Data and Modelling Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/precalculus-data-modelling,1 months at 10 hours a week,4.7
Understanding the Enterprise Systems Environment,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/understanding-the-enterprise-systems-environment,11 hours (approximately),4.8
Business Writing,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/writing-for-business,12 hours (approximately),4.8
Healthcare Analytics Essentials,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/healthcare-analytics-essentials,Approx. 12 hours to complete,4.3
Introduction to Portfolio Construction and Analysis with Python,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/introduction-portfolio-construction-python,25 hours (approximately),4.8
Precision Medicine,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/precision-medicine,Approx. 28 hours to complete,4.4
Computer Vision for Engineering and Science Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/computer-vision,1 months at 10 hours a week,4.7
Introduction to Model-Based Systems Engineering,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-mbse,Approx. 16 hours to complete,4.1
Creative Designing in Power BI,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/creative-designing-in-power-bi,20 hours (approximately),4.3
AI Capstone Project with Deep Learning,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/ai-deep-learning-capstone,15 hours (approximately),4.5
The Social Context of Mental Health and Illness,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/mental-health,Approx. 14 hours to complete,4.7
Managing Machine Learning Projects,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/managing-machine-learning-projects,18 hours (approximately),4.8
Drug Development,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/drug-development,9 hours (approximately),4.7
Microeconomics: The Power of Markets,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/microeconomics-part1,Approx. 16 hours to complete,4.7
Probabilistic Graphical Models 1: Representation,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/probabilistic-graphical-models,66 hours (approximately),4.6
AI for Medical Prognosis,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/ai-for-medical-prognosis,29 hours (approximately),4.7
Social Policy for Social Services & Health Practitioners  Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/social-welfare-policy,2 months at 10 hours a week,4.8
Deploy and Maintain Power BI Assets and Capstone project,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/deploy-and-maintain-power-bi-assets-and-capstone-project,25 hours (approximately),4
Android App Development Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/android-app-development,2 months at 10 hours a week,4.4
Global Impact: Business Ethics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/business-ethics,9 hours (approximately),4.7
Earth Economics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/earth-economics,Approx. 20 hours to complete,4.7
Fundamental Skills in Engineering Design,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/fundamental-skills-in-engineering-design,Approx. 6 hours to complete,4.7
Custom and Distributed Training with TensorFlow,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/custom-distributed-training-with-tensorflow,24 hours (approximately),4.8
Personal & Family Financial Planning,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/family-planning,Approx. 15 hours to complete,4.6
Apply Generative Adversarial Networks (GANs),DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/apply-generative-adversarial-networks-gans,25 hours (approximately),4.8
Researcher Management and Leadership Training,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/researcher-management-leadership-training,Approx. 20 hours to complete,4.8
Positive Psychology: Resilience Skills,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/positive-psychology-resilience,15 hours (approximately),4.9
Introduction to Statistics & Data Analysis in Public Health,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,15 hours (approximately),4.7
Specialized Models: Time Series and Survival Analysis,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/time-series-survival-analysis,11 hours (approximately),4.5
Information Technology (IT) Fundamentals for Everyone,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/information-technology-it-fundamentals-for-everyone,18 hours (approximately),4.6
Introduction to Microsoft Excel,DataScience,Intermediate level,Guided Project,,https://www.coursera.org/projects/introduction-microsoft-excel,1.5 hours,4.6
Supervised Machine Learning: Classification,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/supervised-machine-learning-classification,24 hours (approximately),4.8
Introduction to Tableau,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-tableau,19 hours (approximately),4.8
Hands-on Internet of Things Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/uiuc-iot,2 months at 10 hours a week,4.7
Fundamental Skills in Bioinformatics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/fundamental-skills-in-bioinformatics,Approx. 24 hours to complete,4.6
Create Machine Learning Models in Microsoft Azure,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/create-machine-learning-models-in-microsoft-azure,12 hours (approximately),4.6
Mastering Software Development in R Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/r,2 months at 10 hours a week,4.2
Blockchain Basics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/blockchain-basics,15 hours (approximately),4.6
Introduction to Python,DataScience,Beginner level,Guided Project,,https://www.coursera.org/projects/introduction-to-python,,4.5
Leadership Development for Engineers Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/leadership-development-engineers,2 months at 10 hours a week,4.7
Splunk Search Expert Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/splunk-search-expert,1 months at 10 hours a week,4.7
Introduction to GIS Mapping,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-gis-mapping,14 hours (approximately),4.9
Introduction to TCP/IP,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/tcpip,Approx. 7 hours to complete,4.6
"Python Functions, Files, and Dictionaries",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/python-functions-files-dictionaries,31 hours (approximately),4.9
Blood Film Morphology - A Practical Guide,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/blood-film-morphology,Approx. 35 hours to complete,4.9
The Social and Technical Context of Health Informatics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/the-socio-technical-health-informatics-context,9 hours (approximately),4.2
Basic Statistics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/basic-statistics,26 hours (approximately),4.6
Linux System Programming and Introduction to Buildroot,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/linux-system-programming-introduction-to-buildroot,43 hours (approximately),4
Econometrics for Economists and Finance Practitioners Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/econometrics-for-economists-and-finance-practitioners,3 months at 10 hours a week,3.2
Introduction to the Biology of Cancer,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/cancer,8 hours (approximately),4.8
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4,Approx. 5 hours to complete,4.3
Gut Check: Exploring Your Microbiome,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/microbiome,Approx. 13 hours to complete,4.7
Prediction and Control with Function Approximation,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/prediction-control-function-approximation,21 hours (approximately),4.8
Assessment for Data Analysis and Visualization Foundations,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/data-analysis-visualization-foundations-assessment,2 hours (approximately),4.6
Using Machine Learning in Trading and Finance,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/machine-learning-trading-finance,18 hours (approximately),3.9
Essential Epidemiologic Tools for Public Health Practice,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/epidemiology-tools,4 hours (approximately),4.7
Deep Learning and Reinforcement Learning,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/deep-learning-reinforcement-learning,31 hours (approximately),4.5
International Cyber Conflicts,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/cyber-conflicts,Approx. 8 hours to complete,4.5
Responsive Website Development and Design Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/website-development,4 months at 10 hours a week,4.6
Embedded Interface Design Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/embedded-interface-design,1 months at 10 hours a week,4
Analyzing and Visualizing Data in Looker,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/analyzing-and-visualizing-data-in-looker,5 hours (approximately),4.7
Advanced Machine Learning and Signal Processing,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/advanced-machine-learning-signal-processing,33 hours (approximately),4.5
Foundations of Sensory Science Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/foundations-of-sensory-science,1 months at 10 hours a week,4.7
Getting Started with R,DataScience,Beginner level,Guided Project,,https://www.coursera.org/projects/getting-started-with-r,2 hours,4.3
Introduction to C# Programming and Unity,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-programming-unity,18 hours (approximately),4.6
Foundations of Career Navigating and Coaching,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/foundations-of-career-navigating-and-coaching,15 hours (approximately),4.7
Hot Topics in Criminal Justice,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/hot-topics-criminal-justice,Approx. 18 hours to complete,4.6
Introduction to iOS Mobile Application Development,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-ios-mobile-application-development,11 hours (approximately),4.7
Introduction to Physical Chemistry,DataScience,,Course,Flexible schedule,https://www.coursera.org/learn/physical-chemistry,Approx. 18 hours to complete,4.7
Virtual Teacher Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/virtual-teacher,1 months at 10 hours a week,4.6
Strategic Business Analytics Specialization,DataScience,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/strategic-analytics,1 months at 10 hours a week,4.4
Game Theory II: Advanced Applications,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/game-theory-2,Approx. 16 hours to complete,4.7
Computer Forensics Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/computerforensics,1 months at 10 hours a week,4.8
VLSI CAD Part II: Layout,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/vlsi-cad-layout,Approx. 24 hours to complete,4.7
The Influence of Social Determinants on Health Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/social-determinants-on-health,1 months at 10 hours a week,4.6
"Foundations of Sports Analytics: Data, Representation, and Models in Sports",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/foundations-sports-analytics,49 hours (approximately),4.4
Django Web Framework,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/django-web-framework,45 hours (approximately),4.7
Microsoft Azure for Data Engineering,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/microsoft-azure-dp-203-data-engineering,6 hours (approximately),4.5
Introduction to Logic,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/logic-introduction,Approx. 47 hours to complete,4.4
The Science of Success: What Researchers Know that You Should Know,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/success,Approx. 11 hours to complete,4.8
Learn English Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/learn-english,1 months at 10 hours a week,4.3
Summary Statistics in Public Health,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/summary-statistics,15 hours (approximately),4.8
Qualitative Research Methods,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/qualitative-methods,23 hours (approximately),4.6
"Remote Sensing Image Acquisition, Analysis and Applications",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/remote-sensing,Approx. 22 hours to complete,4.7
Total Data Quality Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/total-data-quality,1 months at 10 hours a week,4.4
